"linha","ano","mes","parlamentar","gasto","valor"
"3489",2016,"02","ADERLANIA NORONHA","Convênio com Plano de Saúde",1195.95
"3490",2016,"02","ADERLANIA NORONHA","Divulgação das Atividades Parlamentares",6500
"3491",2016,"02","ADERLANIA NORONHA","Outros Serviços de Terceiros - Pessoa Jurídica",293.38
"3492",2016,"02","ADERLANIA NORONHA","Passagens Aéreas",639.54
"3493",2016,"02","ADERLANIA NORONHA","Serviços de Telecomunicações",258.25
"3494",2016,"02","ADERLANIA NORONHA","Vale-Refeição e Vale-Alimentação",6000
"3495",2016,"02","AGENOR NETO","ASSINATURAS DE PERIÓDICOS E ANUIDADES",411.26
"3496",2016,"02","AGENOR NETO","Combustíveis e Lubrificantes Automotivos",12000
"3497",2016,"02","AGENOR NETO","Convênio com Plano de Saúde",1233.96
"3498",2016,"02","AGENOR NETO","Locação de Aeronaves",5094
"3499",2016,"02","AGENOR NETO","Passagens Aéreas",3632.06
"3500",2016,"02","AGENOR NETO","Passagens Terrestres",589.69
"3501",2016,"02","AGENOR NETO","Serviços Técnicos Profissionais",9560
"3502",2016,"02","AGENOR NETO","Serviços de Telecomunicações",717.43
"3503",2016,"02","AGENOR NETO","Vale-Refeição e Vale-Alimentação",9000
"3504",2016,"02","ANTONIO GRANJA","Combustíveis e Lubrificantes Automotivos",12000
"3505",2016,"02","ANTONIO GRANJA","Divulgação das Atividades Parlamentares",15800
"3506",2016,"02","ANTONIO GRANJA","Locação de Veículos",7130
"3507",2016,"02","ANTONIO GRANJA","Serviços Gráficos e Editoriais",7988.16
"3508",2016,"02","ANTONIO GRANJA","Serviços Técnicos Profissionais",8100
"3509",2016,"02","ANTONIO GRANJA","Serviços de Telecomunicações",625.13
"3510",2016,"02","ANTONIO GRANJA","Vale-Refeição e Vale-Alimentação",5200
"3511",2016,"02","AUDIC MOTA","Combustíveis e Lubrificantes Automotivos",12000
"3512",2016,"02","AUDIC MOTA","Convênio com Plano de Saúde",582.16
"3513",2016,"02","AUDIC MOTA","Divulgação das Atividades Parlamentares",3500
"3514",2016,"02","AUDIC MOTA","Locação de Aeronaves",3500
"3515",2016,"02","AUDIC MOTA","Seguros em Geral",505.04
"3516",2016,"02","AUDIC MOTA","Serviços Técnicos Profissionais",20899.52
"3517",2016,"02","AUDIC MOTA","Serviços de Comunicação em Geral",12.68
"3518",2016,"02","AUDIC MOTA","Serviços de Telecomunicações",1072.42
"3519",2016,"02","AUDIC MOTA","Vale-Refeição e Vale-Alimentação",6000
"3520",2016,"02","AUGUSTA BRITO","Combustíveis e Lubrificantes Automotivos",12000
"3521",2016,"02","AUGUSTA BRITO","Convênio com Plano de Saúde",1575.56
"3522",2016,"02","AUGUSTA BRITO","Passagens Aéreas",1303.27
"3523",2016,"02","AUGUSTA BRITO","Serviços Gráficos e Editoriais",1497.6
"3524",2016,"02","AUGUSTA BRITO","Serviços Técnicos Profissionais",27000
"3525",2016,"02","AUGUSTA BRITO","Serviços de Telecomunicações",410.62
"3526",2016,"02","AUGUSTA BRITO","Vale-Refeição e Vale-Alimentação",6134
"3527",2016,"02","BETHROSE","Combustíveis e Lubrificantes Automotivos",8000
"3528",2016,"02","BETHROSE","Convênio com Plano de Saúde",1215.35
"3529",2016,"02","BETHROSE","Divulgação das Atividades Parlamentares",8000
"3530",2016,"02","BETHROSE","Serviços Técnicos Profissionais",18180
"3531",2016,"02","BETHROSE","Serviços de Telecomunicações",369.87
"3532",2016,"02","BETHROSE","Vale-Refeição e Vale-Alimentação",1000
"3533",2016,"02","BRUNO GONCALVES","Combustíveis e Lubrificantes Automotivos",12000
"3534",2016,"02","BRUNO GONCALVES","Serviços Técnicos Profissionais",20880
"3535",2016,"02","BRUNO GONCALVES","Serviços de Telecomunicações",325.86
"3536",2016,"02","BRUNO GONCALVES","Vale-Refeição e Vale-Alimentação",4996
"3537",2016,"02","BRUNO PEDROSA","Combustíveis e Lubrificantes Automotivos",12000
"3538",2016,"02","BRUNO PEDROSA","Convênio com Plano de Saúde",1359.67
"3539",2016,"02","BRUNO PEDROSA","Divulgação das Atividades Parlamentares",2300
"3540",2016,"02","BRUNO PEDROSA","Serviços Técnicos Profissionais",15480
"3541",2016,"02","BRUNO PEDROSA","Serviços de Telecomunicações",94.9
"3542",2016,"02","BRUNO PEDROSA","Vale-Refeição e Vale-Alimentação",2000
"3543",2016,"02","CAPITAO WAGNER","Combustíveis e Lubrificantes Automotivos",12000
"3544",2016,"02","CAPITAO WAGNER","Convênio com Plano de Saúde",3777.8
"3545",2016,"02","CAPITAO WAGNER","Divulgação das Atividades Parlamentares",1750
"3546",2016,"02","CAPITAO WAGNER","Outros Serviços de Terceiros - Pessoa Jurídica",132.78
"3547",2016,"02","CAPITAO WAGNER","Serviços de Comunicação em Geral",48.28
"3548",2016,"02","CAPITAO WAGNER","Serviços de Telecomunicações",2860.49
"3549",2016,"02","CAPITAO WAGNER","Vale-Refeição e Vale-Alimentação",7000
"3550",2016,"02","CARLOMANO MARQUES","Combustíveis e Lubrificantes Automotivos",12000
"3551",2016,"02","CARLOMANO MARQUES","Divulgação das Atividades Parlamentares",16000
"3552",2016,"02","CARLOMANO MARQUES","Serviços Técnicos Profissionais",16740
"3553",2016,"02","CARLOMANO MARQUES","Serviços de Telecomunicações",233.44
"3554",2016,"02","CARLOS FELIPE","Combustíveis e Lubrificantes Automotivos",12000
"3555",2016,"02","CARLOS FELIPE","Divulgação das Atividades Parlamentares",10887.6
"3556",2016,"02","CARLOS FELIPE","Passagens Aéreas",1379.37
"3557",2016,"02","CARLOS FELIPE","Passagens Terrestres",1056.02
"3558",2016,"02","CARLOS FELIPE","Serviços Técnicos Profissionais",10980
"3559",2016,"02","CARLOS FELIPE","Serviços de Telecomunicações",3496.66
"3560",2016,"02","CARLOS FELIPE","Vale-Refeição e Vale-Alimentação",6000
"3561",2016,"02","CARLOS MATOS","ASSINATURAS DE PERIÓDICOS E ANUIDADES",514.8
"3562",2016,"02","CARLOS MATOS","Combustíveis e Lubrificantes Automotivos",10000
"3563",2016,"02","CARLOS MATOS","Divulgação das Atividades Parlamentares",3500
"3564",2016,"02","CARLOS MATOS","Locação de Veículos",23489.75
"3565",2016,"02","CARLOS MATOS","Outros Serviços de Terceiros - Pessoa Jurídica",3990
"3566",2016,"02","CARLOS MATOS","Serviços Gráficos e Editoriais",1615.44
"3567",2016,"02","CARLOS MATOS","Serviços de Telecomunicações",1361.8
"3568",2016,"02","CARLOS MATOS","Vale-Refeição e Vale-Alimentação",7500
"3569",2016,"02","DANNIEL OLIVEIRA","Combustíveis e Lubrificantes Automotivos",12000
"3570",2016,"02","DANNIEL OLIVEIRA","Divulgação das Atividades Parlamentares",10300
"3571",2016,"02","DANNIEL OLIVEIRA","Outros Serviços de Terceiros - Pessoa Jurídica",87
"3572",2016,"02","DANNIEL OLIVEIRA","Passagens Aéreas",2397.96
"3573",2016,"02","DANNIEL OLIVEIRA","Serviços de Telecomunicações",336.57
"3574",2016,"02","DANNIEL OLIVEIRA","Vale-Refeição e Vale-Alimentação",6000
"3575",2016,"02","DAVID DURAND","Combustíveis e Lubrificantes Automotivos",12000
"3576",2016,"02","DAVID DURAND","Serviços Técnicos Profissionais",16200
"3577",2016,"02","DAVID DURAND","Serviços de Telecomunicações",806.98
"3578",2016,"02","DAVID DURAND","Vale-Refeição e Vale-Alimentação",6000
"3579",2016,"02","DR. SARTO","ASSINATURAS DE PERIÓDICOS E ANUIDADES",996.7
"3580",2016,"02","DR. SARTO","Combustíveis e Lubrificantes Automotivos",12000
"3581",2016,"02","DR. SARTO","Convênio com Plano de Saúde",558.39
"3582",2016,"02","DR. SARTO","Serviços Técnicos Profissionais",24120
"3583",2016,"02","DR. SARTO","Vale-Refeição e Vale-Alimentação",4750
"3584",2016,"02","DRA SILVANA","Combustíveis e Lubrificantes Automotivos",12000
"3585",2016,"02","DRA SILVANA","Passagens Aéreas",2015.4
"3586",2016,"02","DRA SILVANA","Serviços Técnicos Profissionais",21060
"3587",2016,"02","DRA SILVANA","Serviços de Telecomunicações",990.08
"3588",2016,"02","DRA SILVANA","Vale-Refeição e Vale-Alimentação",7000
"3589",2016,"02","ELMANO","Combustíveis e Lubrificantes Automotivos",12000
"3590",2016,"02","ELMANO","DESPESAS DE TELEPROCESSAMENTO",7240
"3591",2016,"02","ELMANO","Outros Serviços de Terceiros - Pessoa Jurídica",16.94
"3592",2016,"02","ELMANO","Passagens Terrestres",5951.8
"3593",2016,"02","ELMANO","Serviços de Telecomunicações",132.05
"3594",2016,"02","ELMANO","Vale-Refeição e Vale-Alimentação",6000
"3595",2016,"02","ELY AGUIAR","Combustíveis e Lubrificantes Automotivos",12000
"3596",2016,"02","ELY AGUIAR","Divulgação das Atividades Parlamentares",16000
"3597",2016,"02","ELY AGUIAR","Serviços Técnicos Profissionais",22140
"3598",2016,"02","EVANDRO LEITAO","Combustíveis e Lubrificantes Automotivos",10000
"3599",2016,"02","EVANDRO LEITAO","Serviços Gráficos e Editoriais",21108
"3600",2016,"02","EVANDRO LEITAO","Serviços Técnicos Profissionais",23940
"3601",2016,"02","EVANDRO LEITAO","Serviços de Telecomunicações",507.58
"3602",2016,"02","EVANDRO LEITAO","Vale-Refeição e Vale-Alimentação",2000
"3603",2016,"02","FERNANDA PESSOA","Combustíveis e Lubrificantes Automotivos",12000
"3604",2016,"02","FERNANDA PESSOA","DESPESAS DE TELEPROCESSAMENTO",550
"3605",2016,"02","FERNANDA PESSOA","Divulgação das Atividades Parlamentares",4500
"3606",2016,"02","FERNANDA PESSOA","Locação de Veículos",11400
"3607",2016,"02","FERNANDA PESSOA","Serviços de Telecomunicações",608.13
"3608",2016,"02","FERNANDA PESSOA","Vale-Refeição e Vale-Alimentação",7000
"3609",2016,"02","FERNANDO HUGO","Combustíveis e Lubrificantes Automotivos",12000
"3610",2016,"02","FERNANDO HUGO","Outros Serviços de Terceiros - Pessoa Jurídica",950
"3611",2016,"02","FERNANDO HUGO","Serviços Técnicos Profissionais",22140
"3612",2016,"02","FERNANDO HUGO","Serviços de Telecomunicações",3027.72
"3613",2016,"02","FERNANDO HUGO","Vale-Refeição e Vale-Alimentação",2000
"3614",2016,"02","FERREIRA ARAGAO","Combustíveis e Lubrificantes Automotivos",12000
"3615",2016,"02","FERREIRA ARAGAO","Divulgação das Atividades Parlamentares",8000
"3616",2016,"02","FERREIRA ARAGAO","Serviços de Telecomunicações",2276.98
"3617",2016,"02","FERREIRA ARAGAO","Vale-Refeição e Vale-Alimentação",7000
"3618",2016,"02","GONY ARRUDA","ASSINATURAS DE PERIÓDICOS E ANUIDADES",1105
"3619",2016,"02","GONY ARRUDA","Combustíveis e Lubrificantes Automotivos",12000
"3620",2016,"02","GONY ARRUDA","Convênio com Plano de Saúde",5081.36
"3621",2016,"02","GONY ARRUDA","Passagens Aéreas",1524.54
"3622",2016,"02","GONY ARRUDA","Seguros em Geral",474
"3623",2016,"02","GONY ARRUDA","Serviços Técnicos Profissionais",2200
"3624",2016,"02","GONY ARRUDA","Serviços de Telecomunicações",1946.83
"3625",2016,"02","GONY ARRUDA","Vale-Refeição e Vale-Alimentação",3000
"3626",2016,"02","HEITOR FERRER","ASSINATURAS DE PERIÓDICOS E ANUIDADES",1569.49
"3627",2016,"02","HEITOR FERRER","Combustíveis e Lubrificantes Automotivos",6000
"3628",2016,"02","HEITOR FERRER","Convênio com Plano de Saúde",927.29
"3629",2016,"02","HEITOR FERRER","Divulgação das Atividades Parlamentares",11500
"3630",2016,"02","HEITOR FERRER","Serviços Gráficos e Editoriais",16005.56
"3631",2016,"02","HEITOR FERRER","Serviços de Telecomunicações",1062.64
"3632",2016,"02","HEITOR FERRER","Vale-Refeição e Vale-Alimentação",6994
"3633",2016,"02","IVO GOMES","ASSINATURAS DE PERIÓDICOS E ANUIDADES",976.71
"3634",2016,"02","IVO GOMES","DESPESAS DE TELEPROCESSAMENTO",287.7
"3635",2016,"02","IVO GOMES","Divulgação das Atividades Parlamentares",550
"3636",2016,"02","IVO GOMES","Passagens Terrestres",3458.57
"3637",2016,"02","IVO GOMES","Seguros em Geral",592.65
"3638",2016,"02","JOAO JAIME","Combustíveis e Lubrificantes Automotivos",12000
"3639",2016,"02","JOAO JAIME","Divulgação das Atividades Parlamentares",1000
"3640",2016,"02","JOAO JAIME","Hospedagens",331.91
"3641",2016,"02","JOAO JAIME","Serviços Técnicos Profissionais",22860
"3642",2016,"02","JOAO JAIME","Vale-Refeição e Vale-Alimentação",2000
"3643",2016,"02","JOAQUIM NORONHA","Combustíveis e Lubrificantes Automotivos",12000
"3644",2016,"02","JOAQUIM NORONHA","Convênio com Plano de Saúde",362.69
"3645",2016,"02","JOAQUIM NORONHA","Outros Serviços de Terceiros - Pessoa Jurídica",45.48
"3646",2016,"02","JOAQUIM NORONHA","Serviços Técnicos Profissionais",19080
"3647",2016,"02","JOAQUIM NORONHA","Serviços de Telecomunicações",3543.55
"3648",2016,"02","JOAQUIM NORONHA","Vale-Refeição e Vale-Alimentação",5000
"3649",2016,"02","JOSE ALBUQUERQUE","Combustíveis e Lubrificantes Automotivos",12000
"3650",2016,"02","JOSE ALBUQUERQUE","Convênio com Plano de Saúde",1793.08
"3651",2016,"02","JOSE ALBUQUERQUE","Seguros em Geral",527.2
"3652",2016,"02","JOSE ALBUQUERQUE","Vale-Refeição e Vale-Alimentação",6000
"3653",2016,"02","JULIO CESAR FILHO","Combustíveis e Lubrificantes Automotivos",12000
"3654",2016,"02","JULIO CESAR FILHO","Divulgação das Atividades Parlamentares",16000
"3655",2016,"02","JULIO CESAR FILHO","Serviços Gráficos e Editoriais",1127.36
"3656",2016,"02","JULIO CESAR FILHO","Serviços Técnicos Profissionais",24120
"3657",2016,"02","JULIO CESAR FILHO","Serviços de Telecomunicações",2759.27
"3658",2016,"02","JULIO CESAR FILHO","Vale-Refeição e Vale-Alimentação",3000
"3659",2016,"02","LAIS NUNES","Combustíveis e Lubrificantes Automotivos",12000
"3660",2016,"02","LAIS NUNES","Convênio com Plano de Saúde",2703.18
"3661",2016,"02","LAIS NUNES","Divulgação das Atividades Parlamentares",6470
"3662",2016,"02","LAIS NUNES","Locação de Veículos",22185
"3663",2016,"02","LAIS NUNES","Outros Serviços de Terceiros - Pessoa Jurídica",11.64
"3664",2016,"02","LAIS NUNES","Passagens Aéreas",1255.37
"3665",2016,"02","LAIS NUNES","Passagens Terrestres",3670.13
"3666",2016,"02","LAIS NUNES","Serviços Técnicos Profissionais",11428
"3667",2016,"02","LAIS NUNES","Serviços de Telecomunicações",816.99
"3668",2016,"02","LEONARDO ARAUJO","Combustíveis e Lubrificantes Automotivos",12000
"3669",2016,"02","LEONARDO ARAUJO","Divulgação das Atividades Parlamentares",16000
"3670",2016,"02","LEONARDO ARAUJO","Hospedagens",701.4
"3671",2016,"02","LEONARDO ARAUJO","Locação de Aeronaves",3500
"3672",2016,"02","LEONARDO ARAUJO","Outros Serviços de Terceiros - Pessoa Jurídica",41.17
"3673",2016,"02","LEONARDO ARAUJO","Serviços Técnicos Profissionais",16200
"3674",2016,"02","LEONARDO ARAUJO","Serviços de Comunicação em Geral",45.48
"3675",2016,"02","LEONARDO ARAUJO","Vale-Refeição e Vale-Alimentação",6000
"3676",2016,"02","LEONARDO PINHEIRO","Combustíveis e Lubrificantes Automotivos",12000
"3677",2016,"02","LEONARDO PINHEIRO","Divulgação das Atividades Parlamentares",400
"3678",2016,"02","LEONARDO PINHEIRO","Serviços Técnicos Profissionais",22140
"3679",2016,"02","LEONARDO PINHEIRO","Vale-Refeição e Vale-Alimentação",4000
"3680",2016,"02","LUCILVIO GIRAO","Combustíveis e Lubrificantes Automotivos",12000
"3681",2016,"02","LUCILVIO GIRAO","Convênio com Plano de Saúde",1152.38
"3682",2016,"02","LUCILVIO GIRAO","Serviços Técnicos Profissionais",20880
"3683",2016,"02","LUCILVIO GIRAO","Serviços de Telecomunicações",287.9
"3684",2016,"02","LUCILVIO GIRAO","Vale-Refeição e Vale-Alimentação",2500
"3685",2016,"02","MANOEL DUCA","Combustíveis e Lubrificantes Automotivos",12000
"3686",2016,"02","MANOEL DUCA","Convênio com Plano de Saúde",1826.32
"3687",2016,"02","MANOEL DUCA","Passagens Aéreas",1254.08
"3688",2016,"02","MANOEL DUCA","Serviços Técnicos Profissionais",22140
"3689",2016,"02","MANOEL DUCA","Serviços de Telecomunicações",217.78
"3690",2016,"02","MANOEL DUCA","Vale-Refeição e Vale-Alimentação",2400
"3691",2016,"02","MOISES BRAZ","Combustíveis e Lubrificantes Automotivos",12000
"3692",2016,"02","MOISES BRAZ","DESPESAS DE TELEPROCESSAMENTO",400
"3693",2016,"02","MOISES BRAZ","Divulgação das Atividades Parlamentares",1000
"3694",2016,"02","MOISES BRAZ","Locação de Veículos",15640
"3695",2016,"02","MOISES BRAZ","Outros Serviços de Terceiros - Pessoa Jurídica",335.96
"3696",2016,"02","MOISES BRAZ","Serviços Técnicos Profissionais",8000
"3697",2016,"02","MOISES BRAZ","Serviços de Telecomunicações",808.97
"3698",2016,"02","MOISES BRAZ","Vale-Refeição e Vale-Alimentação",5460
"3699",2016,"02","NAUMI AMORIM","Combustíveis e Lubrificantes Automotivos",12000
"3700",2016,"02","NAUMI AMORIM","Divulgação das Atividades Parlamentares",17800
"3701",2016,"02","NAUMI AMORIM","Serviços Gráficos e Editoriais",13560
"3702",2016,"02","NAUMI AMORIM","Serviços Técnicos Profissionais",3000
"3703",2016,"02","NAUMI AMORIM","Vale-Refeição e Vale-Alimentação",5000
"3704",2016,"02","ODILON AGUIAR","Combustíveis e Lubrificantes Automotivos",12000
"3705",2016,"02","ODILON AGUIAR","Convênio com Plano de Saúde",1360.63
"3706",2016,"02","ODILON AGUIAR","Divulgação das Atividades Parlamentares",2700
"3707",2016,"02","ODILON AGUIAR","Locação de Aeronaves",4500
"3708",2016,"02","ODILON AGUIAR","Serviços Gráficos e Editoriais",7840
"3709",2016,"02","ODILON AGUIAR","Serviços Técnicos Profissionais",22140
"3710",2016,"02","ODILON AGUIAR","Serviços de Telecomunicações",3738.91
"3711",2016,"02","PROFESSOR TEODORO","ASSINATURAS DE PERIÓDICOS E ANUIDADES",848.23
"3712",2016,"02","PROFESSOR TEODORO","Combustíveis e Lubrificantes Automotivos",12000
"3713",2016,"02","PROFESSOR TEODORO","Divulgação das Atividades Parlamentares",14500
"3714",2016,"02","PROFESSOR TEODORO","Outros Serviços de Terceiros - Pessoa Jurídica",99.36
"3715",2016,"02","PROFESSOR TEODORO","Passagens Aéreas",155.54
"3716",2016,"02","PROFESSOR TEODORO","Serviços de Comunicação em Geral",202.82
"3717",2016,"02","PROFESSOR TEODORO","Serviços de Telecomunicações",3142.4
"3718",2016,"02","PROFESSOR TEODORO","Vale-Refeição e Vale-Alimentação",5546
"3719",2016,"02","RACHEL MARQUES","ASSINATURAS DE PERIÓDICOS E ANUIDADES",351.47
"3720",2016,"02","RACHEL MARQUES","Combustíveis e Lubrificantes Automotivos",12000
"3721",2016,"02","RACHEL MARQUES","Convênio com Plano de Saúde",2338.17
"3722",2016,"02","RACHEL MARQUES","Divulgação das Atividades Parlamentares",6300
"3723",2016,"02","RACHEL MARQUES","Locação de Veículos",1445
"3724",2016,"02","RACHEL MARQUES","Serviços de Telecomunicações",917.96
"3725",2016,"02","RACHEL MARQUES","Vale-Refeição e Vale-Alimentação",8000
"3726",2016,"02","RENATO ROSENO","Combustíveis e Lubrificantes Automotivos",5200
"3727",2016,"02","RENATO ROSENO","Hospedagens",192.45
"3728",2016,"02","RENATO ROSENO","Locação de Veículos",2857
"3729",2016,"02","RENATO ROSENO","Outros Serviços de Terceiros - Pessoa Jurídica",47.43
"3730",2016,"02","RENATO ROSENO","Passagens Terrestres",1148.09
"3731",2016,"02","RENATO ROSENO","Serviços de Comunicação em Geral",120.42
"3732",2016,"02","RENATO ROSENO","Serviços de Telecomunicações",554.82
"3733",2016,"02","RENATO ROSENO","Vale-Refeição e Vale-Alimentação",7000
"3734",2016,"02","ROBERIO MONTEIRO","Combustíveis e Lubrificantes Automotivos",12000
"3735",2016,"02","ROBERIO MONTEIRO","Divulgação das Atividades Parlamentares",16400
"3736",2016,"02","ROBERIO MONTEIRO","Outros Serviços de Terceiros - Pessoa Jurídica",11.2
"3737",2016,"02","ROBERIO MONTEIRO","Passagens Terrestres",287.56
"3738",2016,"02","ROBERIO MONTEIRO","Serviços Gráficos e Editoriais",7667.6
"3739",2016,"02","ROBERIO MONTEIRO","Serviços Técnicos Profissionais",15300
"3740",2016,"02","ROBERIO MONTEIRO","Serviços de Comunicação em Geral",25.36
"3741",2016,"02","ROBERIO MONTEIRO","Serviços de Telecomunicações",887.57
"3742",2016,"02","ROBERIO MONTEIRO","Vale-Refeição e Vale-Alimentação",2000
"3743",2016,"02","ROBERTO MESQUITA","Combustíveis e Lubrificantes Automotivos",12000
"3744",2016,"02","ROBERTO MESQUITA","Outros Serviços de Terceiros - Pessoa Jurídica",24.32
